chromosome,fitness
14365617,109798
4970726,289842
10589672,901477
11057498,299246
1065854,706093
7119478,170534
15315195,1351
7955428,489742
1104277,22968
1612346,817188
15220164,560951
3434244,61351
422361,120267
1653387,205886
3444244,73630
12010038,158319
13204865,574781
8144547,283635
9323739,370950
5519924,592328
137098,539122
360956,492096
3353290,485240
4408238,13146
12025997,101994
12030562,427851
4974819,756498
859324,253541
1917373,77776
12847535,139989
13975767,477207
11347055,260213
4322064,939268
586221,29557
10431936,373238
8071387,282251
1161289,1653260
1203469,111099
4657846,44716
16124238,22629
6793400,100943
12699174,735663
2919123,387002
9906501,664446
6361043,75572
986650,366264
3946242,17716
3049062,234091
9332277,104144
3522828,486451
9227443,33658
7959306,36551
16589924,1449761
14341920,358607
12309704,305671
9755457,58853
1954978,174966
5705942,461442
8196701,93609
8483606,236763
6045024,1130316
4950383,152534
8008625,337804
11823149,764779
4255586,57038
10381451,7644
1615507,148009
9390840,583798
6000229,250089
2868743,49439
16354397,13295
10137024,676334
129141,968843
1702514,28939
6241289,151556
8213392,138710
12455065,380616
2585796,172761
7674595,137303
16276046,188388
13878132,119708
5939928,749127
7055509,482124
6863213,175197
9746832,32373
7448178,368665
10263073,1330170
14161519,213164
10671874,91862
10658538,691944
5530537,9779
10866922,358880
6711780,315794
10877952,588441
9505598,185103
1374481,28502
8557851,169789
12474617,55527
13711280,116561
5927955,930199
14741739,334724
1346819,613656
7284751,139456
344879,68604
5425604,778647
13159535,233029
3845330,137251
6404678,159578
8945013,364806
6464574,42617
11241948,3664
5768079,404697
6368244,487306
8479733,487387
3255544,318092
3884214,579923
11334161,530991
11602534,1906200
2887576,148875
11469565,67872
5404360,246044
15107289,250145
15470425,35070
8403891,280963
6396445,84775
13114907,678568
13853428,525427
7054005,85667
11348509,68726
13350971,707
5649446,416455
3967626,46239
630505,289426
15830500,58458
3844729,428566
2081602,173638
10887868,168956
926875,393502
103893,349388
11571850,780075
11361443,254045
15320406,61869
675133,675291
15816560,697119
11334770,85491
8129671,259805
7105031,244950
6568120,1210542
6116692,208021
8681735,65934
15492536,6074
5562487,1946
5263855,161287
9843245,109180
10071378,230233
9108548,685832
10074205,75042
3838589,130995
8225877,532717
3355029,310099
16614243,22499
1409231,148489
16546818,309745
4341445,117202
11846682,251352
6457003,105614
15563108,325271
11387094,334599
2576567,37162
13798455,105902
10065414,354675
16010371,541793
8543180,38057
13685497,200939
14049391,75908
16128329,737876
11022782,185072
1771005,163324
6052899,987782
8037091,454700
2419256,400434
7038616,301404
8110663,146627
10512205,173355
11266410,75372
14009489,415889
1062853,19835
11254340,536728
6526259,211528
3190814,504017
1444754,284868
12346501,506806
8600341,144451
12229065,213307
14713502,285817
2124279,267921
3550025,168671
14893447,873349
15767017,119911
8161672,701423
7800181,201127
857964,209394
1817701,97406
1968853,549942
11288033,336880
7766198,169791
14857573,17834
14471556,68299
15540924,35907
11628710,927931
125921,531279
8570203,257075
2127558,169706
1598919,214704
3225256,808730
4404217,44139
258513,506340
13679000,9549
11474594,327323
4962753,655071
2165723,425084
8819459,385305
2586464,8411
1202570,759005
15890981,238980
8819529,421227
2750518,290488
15484697,132550
8238184,237656
6966875,224516
1679613,664934
3509538,364303
9583158,332822
3105444,692220
8579291,13518
9224527,153147
13153389,791862
12085851,412058
6902077,1103542
12774336,440500
15762314,342555
3747210,161597
12162498,346937
4813390,677829
13112727,432569
15944105,760019
2213650,527752
13704455,258179
7523529,281151
14910494,264917
6421093,43146
7560307,413748
62827,15073
11171979,560176
9928839,296186
16062604,494546
9772361,497103
11026038,91687
3762741,868401
1269048,567815
1483289,424282
1921753,305386
1327894,582939
12989123,531498
10548648,99471
6395175,216481
11771010,238264
4595313,951910
8067350,453964
7365593,218032
6968810,354158
15430669,298883
1808049,193784
9981261,932574
8773932,363412
10136560,113810
12662260,573614
3855248,220424
3485289,217390
13843304,374471
2197711,760047
2363934,787661
2937257,448231
1718210,34543
13272654,350635
3971251,173436
7979514,25967
6644317,73139
13717236,236932
7245552,141
5443196,418359
15860462,682643
1614722,1028861
3478196,753856
6992760,200860
1132501,21485
7291794,618
16556425,30122
9133612,341853
3423285,220069
10425204,211293
346428,1135177
15273394,1151489
8981182,775979
4943141,653598
14453049,599638
8272132,442650
7676405,132238
7870719,157866
2495190,337672
4072075,49435
4659770,371214
6977876,879290
9085580,894575
4433768,399016
12800421,1282490
12628946,49229
11740901,206071
5926657,529309
10702521,79820
9653937,576662
8120345,374541
222830,200695
9408805,780859
6080867,643122
1816905,352117
15766984,546984
10886674,404500
1378622,327585
4984203,378198
7398450,1141320
4143252,1928
9719625,38086
7425323,420885
5361719,704517
8292660,260867
500038,514944
7684813,16642
10377589,14763
10963531,378493
12989290,15536
8445541,503185
11365656,98592
11352371,332756
4865611,164544
7150977,708242
11318033,196491
5982934,27325
14403637,915777
8575578,250300
13798762,278657
5032848,331346
3790210,62271
3237700,634856
13260237,1135
10595699,66772
9770611,385672
1237607,275668
245983,173441
10034271,43589
12423334,173936
6628658,1000675
1745981,420777
1246399,253178
3469355,33972
7918067,84481
13126077,882504
16064859,85609
13492898,167177
5935198,702234
13475400,88888
2897434,141156
11555423,145872
11582508,152013
2529621,30236
2374995,12924
6065769,268450
5866937,377452
398102,511696
16662862,54114
3233371,48092
15984675,589284
7054088,1035510
512712,286960
154460,437989
2056254,65530
13809708,599188
2124503,231750
13965497,773542
11571611,9927
7779168,1104
8082645,170725
2843324,426410
13130427,300795
1477841,589757
3021943,75828
12848723,1084107
4807195,889911
12903452,7763
4608150,827089
4100422,104776
10055823,93784
12293266,290807
11609588,647711
9996791,43176
10751730,684566
6866347,112066
11454770,433736
10713402,13720
293524,171413
5999378,383721
6982238,89528
3371764,44447
9615824,482626
4926936,549147
3847505,369771
6761809,429121
12914057,716454
8666649,132607
4229727,449190
9203332,195437
12415305,446827
10209399,306482
15157278,97742
13675220,325118
3323457,788559
11690968,209711
3103052,259534
6328986,753892
10838171,478436
620034,1722006
5866444,278276
1826876,845181
4155529,389159
4265748,1287129
12860929,1104662
3087382,214465
6195849,56605
11938347,13128
6279289,240842
10366546,46432
4444842,183886
12933386,751597
8478311,331649
10654518,13010
1457268,386630
4829277,1068591
3617113,222656
7772488,339194
2409865,281135
6198353,972580
13013460,136785
12054608,548175
6556535,65697
14386009,419044
3817160,111981
2908603,71993
2577860,20003
7354511,65389
2857145,902736
4268799,215905
7778720,241523
3773347,73864
13253923,794710
15394307,216430
3279646,11139
985555,913992
6823786,531777
10292643,298174
9708395,417910
10953364,619307
16344274,879884
9590467,518701
12274330,32621
16472808,385414
14387801,690674
818002,89754
1662824,512061
10004019,632147
11638058,337685
8072616,245656
12142261,369434
14358582,1328136
15386344,563321
7253076,66629
2213715,110397
6178029,132695
11672787,627164
4179076,9482
3733842,212088
794562,165503
6048618,343950
11572645,199259
2937046,216473
10579117,318030
13509573,177863
8534827,271648
12318724,489386
3583000,40767
8222208,603855
7108116,46703
2905638,566294
7433668,63919
7817546,289554
9264394,91463
6777616,307222
16420981,1369423
4690563,132337
11663776,310378
12102885,345048
14649446,490012
10918250,47448
14566042,16144
3907815,351282
10852501,143724
9684262,97829
1546896,22916
747063,82342
3875756,62861
15880064,481583
14840808,294464
14721422,163516
15928685,149607
661397,276513
4242928,472650
12772658,463553
5957754,466517
13900752,490701
11186873,33267
3122392,2357
3280364,551848
16136425,148156
13213329,234931
7992338,220361
5073229,303049
16595029,334421
2794275,1085867
5074959,302492
10302232,246005
7816330,147639
902113,791265
13331765,16012
12924490,152911
6033566,504942
14280265,143377
15384064,725050
5905876,254910
15879541,244860
620330,125149
14358791,634161
740029,427261
3205199,124630
4599441,272852
5571103,235583
14752621,431706
4744173,462649
4396427,512374
15244149,33423
12177072,158485
2405144,51236
2364921,563510
8512173,133179
5596136,34868
5707282,345825
12266636,259429
6232614,130602
10134868,549165
6048115,1126331
9214833,501149
15215962,782632
774950,71929
250988,1012990
11346883,370953
6911491,849621
5337547,121114
14866636,324725
16336554,375742
12158674,409392
11627079,408121
15824264,49997
16155400,462847
15263241,733260
5351641,873148
10629028,68133
3643474,526090
13985831,411009
572554,507811
5856284,716353
358554,132903
10765840,2324125
11028115,1343405
9836907,383587
12981898,36821
7103725,140518
6650226,168084
2177009,326033
10841537,211443
9161977,231397
12521908,186988
8993335,538895
10253325,129755
5509867,547834
2631130,1030912
11660372,221748
14490921,231084
1522725,183351
11931949,595657
3265800,862338
9766205,272922
3291852,87784
10892600,392331
4217486,487592
1185514,786693
582783,40855
2790029,476636
13552692,333693
84925,81484
13797655,180435
7123054,202470
6097338,282381
4007364,367079
7524841,208002
14556096,480920
11325747,438263
5583604,88352
746063,684558
10848692,269537
7092978,170056
16320274,1044887
13221016,121864
5793745,326775
13857201,556182
12719802,455752
5331198,24714
11466770,19966
8223024,473959
14918296,554619
4773331,36819
2702858,665343
5738786,752452
6517126,144220
16622785,371330
12184163,290544
11679289,363297
5596500,179560
14691959,126267
1177765,276254
9132159,414619
7489147,266452
12797350,622825
14096697,201934
11375115,306839
7903891,20050
7916204,109550
5396312,323534
5393974,216523
4837225,61096
11770916,782440
10986848,891391
16189487,130580
6649894,584809
9610315,869744
8509392,78777
2189298,31073
13769085,512284
13357797,184885
378593,792445
2869940,323240
8420629,475129
3196269,425310
13292376,521970
6197514,359372
810236,53017
3034260,760858
9088149,271461
12439832,115871
9151055,52723
15671676,333648
5478851,60606
7234093,376686
14183738,51727
484439,96243
686937,262404
2855470,390556
14533393,208900
5554709,647228
10952248,107658
7975194,10457
935642,19420
13277893,489389
15604513,1018834
16295592,365536
13397076,1070118
10078852,879857
6640843,62677
16452988,33065
8561371,150349
3701176,525863
12718967,586574
15954284,167329
7686648,325073
6763800,58381
3731644,40795
15304039,591658
14474464,316573
4445090,89495
10697634,97542
10642990,123943
8072409,228187
13392475,77502
16058462,501439
8460139,729157
16457061,236435
13233394,94290
16403162,96141
5557864,193620
15487515,399218
1338665,431309
12071410,1291827
11561287,811666
14395635,110921
12921561,316406
11256809,112651
580530,32638
6694627,149321
10236614,147874
14350374,8311
10292813,86828
9725205,209703
10173857,301080
2417552,204051
1010699,195718
4302281,712706
484461,590349
12929485,137302
7263352,325195
8513257,154151
14508676,556019
2643850,200351
2665788,106757
12704359,9287
10044846,36634
12452042,1802547
2961788,563690
14522712,58199
1550452,576994
11850160,456893
13850195,200987
10036628,959988
681114,1218448
9016201,780715
11097836,342497
10210469,56780
2982644,844557
1761575,359392
1454438,636966
10671416,554123
6146133,610316
5153251,365713
9036022,815454
253344,612476
2636503,78469
1727972,414440
12805076,243246
7214002,157440
9889296,23787
271710,184763
544252,771574
15932507,48283
640811,72851
1000876,125411
3365268,322756
10946996,774350
10644346,9053
3750777,68613
1564820,20652
7927076,33875
2019650,789787
14653704,114413
15108836,274162
15095184,424404
4096837,228529
7677425,187820
580237,146868
13094965,453926
12835234,271940
14201298,424852
6910573,785633
90991,294453
14182338,208137
14793766,30470
15490659,111756
2155978,90128
14574338,417103
1233587,113319
14184759,283443
5654258,13679
12880923,342496
9522168,672231
4213150,711045
14843128,148486
15604145,756741
15737691,435857
5210931,74268
11266769,19074
14822250,740999
16350568,85994
9210326,36039
14168922,441085
10160056,416283
6150353,210557
1152738,687903
8543326,342458
8674067,274022
9773261,1058815
6407891,10791
5470267,166976
814199,238044
3029394,108111
12553236,7176
1249678,567502
3243051,187703
5921354,1085745
9474476,971324
5016603,480795
7429826,152912
15826064,582794
4679220,139996
5507678,354934
316938,135798
3543595,794488
4067483,545338
13509419,246872
3010789,63155
13904358,49540
14384360,29730
2725458,1163321
4529452,402602
5605808,891325
7426745,768574
9701647,610432
1247902,78127
15011138,1427483
7420437,597302
14858553,66555
1911253,82991
14615099,453135
12216541,61923
3787977,597934
5073038,46113
2448289,380961
1124281,10203
9686306,455246
9070909,688570
12674765,15427
3106512,289618
5165638,72076
8727349,226116
15346779,777049
4091138,45443
10262916,230345
9332169,144291
2983363,310522
7252028,181507
16271894,1095021
9134726,963148
8482059,611418
12131194,152775
10273608,843830
6511925,12203
11451200,14400
6183588,66139
4967515,119042
14516739,1189621
13911793,707149
13899926,543882
12144823,716601
1004339,150479
13496433,1072774
10544869,32295
6646657,140527
16213080,302492
6210101,125217
7204416,174111
5968750,26454
10970313,411366
9033157,127261
12698077,201280
8217922,460999
7605113,548525
4871884,473065
14726675,104315
13931747,206402
4114563,361264
11293882,314695
16548245,52744
8499016,393044
12941876,107589
3564229,176673
13426838,61361
2605481,321128
13492644,138030
13517808,1139367
5559618,188889
13218830,130898
9496185,210494
5292223,211200
3352308,290598
3790935,91212
6135137,144116
4245255,66516
11744582,1336
4086346,114776
8418995,313628
572149,147355
14271179,169993
1466715,132721
7458089,269375
3896936,505627
13639338,321171
7510643,224349
786032,25528
14592273,256035
12346713,59162
981074,419764
13411509,69184
1596763,133146
2432753,337204
16606377,94694
1136520,476064
13854089,96534
3040565,89603
7123684,129031
12919406,663857
397016,787536
15667803,84224
14724529,300963
16413957,30587
8867379,41001
15807629,70425
7616599,58935
7241980,671279
7048664,4014
12454014,527390
7378150,516021
7930861,537590
11658498,562276
6398991,295354
7127259,399846
4007276,291832
918302,362098
12991268,117739
352725,674197
10545183,18605
8062419,556727
1613967,735219
7292166,307717
93670,206581
7673681,86185
9311212,71973
135999,286715
8143919,247428
6227564,475545
3918601,10642
9581993,478272
14041749,284207
4070757,22920
11930747,231612
13265935,146078
11349665,578801
14388489,420020
6056973,133549
14326513,389455
1416324,78163
16391477,126189
5449190,79206
8688890,114043
11733939,31502
8517234,85756
9919561,385305
9570290,665572
13923588,224578
12868466,352913
14057865,550635
510187,23271
12625512,1822136
9473293,536418
14215953,240575
10652423,201521
7610525,628613
7145353,237900
10805929,169587
4935034,585110
12131866,201508
11044629,646298
14902060,405787
8262499,409186
4409282,807515
11161727,1024771
2605892,327604
3186228,349607
10044388,1480400
5847290,720834
7569867,229499
8031820,6415
7287020,485688
14620696,1421082
190905,149625
6989234,127938
10844401,765482
1260825,47656
3113055,133281
8431413,227377
3640592,294032
2981168,342161
2193093,263516
7909809,736950
9988009,111122
2002005,347275
15297417,141550
12895064,679348
9873938,14981
4660428,91332
7219692,44300
3788488,76720
5212803,159978
15918370,169780
3283279,354789
6823501,907174
16294741,72784
1849976,931427
12625356,339566
5574157,97591
2649801,794381
12147735,53584
1740688,179469
11313671,389861
10039595,1322353
8817925,384979
1677901,479371
5616944,6082
14043463,144717
15232241,1520579
10650877,452647
14921843,1013657
12106193,250070
6751386,665648
6595889,789466
4968160,851922
12011908,300669
4678072,556188
16077845,280323
3323265,205518
15267553,74385
10326673,437230
15017428,32913
13962506,500797
15242122,197265
1607335,333038
102187,41366
8834226,1490
4088466,204387
7891787,1268
13248358,492325
3175955,464115
2374010,475937
11273439,132237
11897649,93279
10722224,148832
6637413,219359
10352740,190309
9421338,162004
6762980,422682
3326620,47809
7382691,113328
10707405,463485
5606490,40318
8750345,1240239
9149638,24697
2575609,187692
11422295,22074
2864231,81862
6083201,683986
12199794,396911
5857871,408989
1856299,161705
2038552,88263
7703657,616024
127412,416418
16526499,284338
2211089,504139
11470075,227812
13110236,859968
8074595,396893
14961895,50559
2519558,378672
77229,417938
11351206,97631
2590067,81529
9853507,587525
1056538,166887
6251531,25681
1746648,120378
16600688,617059
5796587,287948
13298404,279000
2362701,923669
1052445,285352
4794158,90802
1279527,293229
1734812,302830
6579788,393167
2070120,47741
59727,62845
8453737,12661
5546754,602319
14915114,82923
16526149,8806
4016787,63766
10311829,342263
7908724,79349
3195277,659763
9630146,213797
10099079,483973
14839569,155335
14162885,566387
13380235,310978
10142813,442553
2415249,152782
6396786,403837
14715891,87160
7278195,144010
4795261,306981
11629702,118594
13270341,205822
8549685,536333
4087042,105289
11167218,610711
6860241,448980
15509849,170881
11748229,496956
3429777,385606
10790006,307445
5323681,673237
13411572,417319
4942713,280970
2810664,1050184
4975377,137866
13641205,627820
7488395,145347
5636797,169454
2361257,772919
4273487,42263
10189363,15933
876385,424175
12089671,169425
1252726,42386
2963644,171780
13159579,55162
10707698,1092216
5859580,733084
1161890,353646
3709618,583383
15510660,147605
117579,415789
8581397,483215
9872608,1107520
13025652,912503
3934065,1169290
750371,878840
3526900,183134
707883,301728
2843931,122623
9382546,410462
2048838,215502
15515789,623028
15214552,531954
2559800,64738
3918641,227481
14720205,23573
11025948,241157
15828149,617711
15863397,1121223
9661136,1152088
6405360,708340
1248922,133709
14303024,108244
11996610,11000
15427224,131720
11547894,383760
6367068,198880
1763477,308899
2768617,181859
3043861,296241
10292565,428494
12987154,414667
10672310,1489
6746468,3807
16143425,1499610
13462353,399820
14456922,405104
11869349,167793
10630616,635060
14465250,188895
2254509,12333
8069894,509891
6071587,194155
10227363,540721
5727968,287434
3453176,504616
4999519,29294
2247759,943431
8122914,147343
6451105,50443
15140469,447895
15637712,167888
1295780,368964
14281105,123338
11940227,109848
14869098,676218
12647616,1149696
1041122,80869
12329194,1533815
11977986,178565
63046,181469
2259483,87534
13731729,108591
2428627,192787
4090568,156381
13659722,480233
13906075,222443
11755328,436137
3066027,84818
7374571,20351
12224357,92013
7418326,80015
8690297,626925
11248905,758291
16341571,1120913
3746925,1111878
10461953,273678
278067,187431
4396715,387547
7782850,244238
9207145,81725
11363729,298596
3364134,343044
9455594,361743
6192194,263245
9826403,500425
8629261,416783
8196442,666499
6791737,64219
7731520,31853
13139034,771000
16581514,8074
13072642,363666
13861613,90066
15882618,250991
12753720,480767
7100036,487157
1864822,64812
16339939,106805
10210072,20525
6738067,137756
1826935,357294
9488687,57194
2526053,160707
14788336,797383
6801024,318190
16204141,134981
1285458,44850
10077278,148949
10307886,105458
16297571,23969
8547210,122467
910053,34776
15218294,418601
11475054,558341
5188266,49735
4750125,32723
3404355,30617
5126317,173493
13989973,141570
11284044,354144
11105018,167204
5139973,9312
15165688,358800
10198224,768692
13313325,795635
582333,126622
3357844,110809
11751208,308206
2868021,367015
16337690,128693
10123319,333691
10525542,340770
14186060,280176
13331993,160019
10101724,22763
9495738,34057
7216328,1027516
15533781,208986
9261850,125097
5313462,101764
4133042,1289778
11453187,211092
6546978,432870
5704405,33365
5181161,249018
4226808,125233
9782821,900434
14156750,583148
5882347,375848
4596652,22890
683303,401959
10063365,830557
3364010,648532
3427046,280659
7105816,366406
7832099,635340
10063132,96830
10746051,11863
8542022,363840
14903355,840375
10056617,30885
14400008,294373
11239807,26970
5065191,160741
10449108,125228
15782896,224569
2947697,69907
16427714,160259
1493260,76093
12891305,137793
3025498,572939
12200110,592211
7297412,100147
506720,112819
15214489,183819
12744299,44787
7672652,152181
10183767,329384
12464358,296483
15869395,70772
14208776,179190
4689974,695714
7419402,526691
3363211,340320
14616775,404556
7481177,105179
13506292,78019
1685993,55937
3131668,215056
1760484,286789
14242586,334391
13388630,67465
16473272,2416
5603662,181008
15804336,462693
4296939,1605748
8530405,1673126
13809675,370417
6988938,734559
7544037,562814
15684715,69132
13981735,470855
5969143,80480
6755124,454283
771732,330457
9122675,695604
7161285,438111
10994037,166904
16730151,339304
10293027,92365
10499293,612826
14271124,738869
2059282,342679
8551078,110565
13888004,267476
11934883,154187
1980588,284203
15909037,597997
5272275,624828
11389732,11285
584823,218094
14949778,8231
7793152,473568
11581136,281866
14967043,1648227
2895237,287111
13746543,26452
6527729,499705
5718650,513379
7435018,67936
8510986,22399
14396040,207079
10602711,362570
7307914,100760
2162212,154798
9292331,97301
5491750,314227
7469602,73196
4146310,160992
6025458,115364
6034713,852070
9906425,457704
14084113,621920
12307526,83068
1177770,39576
3684774,502946
14423781,112523
3167854,268210
5378830,459823
15084195,316082
13388792,304766
982272,44752
14706198,650820
3584578,294207
9718914,1414178
10735926,104963
14947797,33060
394727,480915
16367949,574272
8222754,965720
10572414,658194
9030014,79947
16144722,93227
10555276,177346
12309574,24042
4860762,720448
1985772,188526
11230808,528192
1761749,2659
15684824,129754
7637133,264276
9251054,511367
7637325,104356
431476,331542
6561034,614898
9315162,396349
9550067,202664
4343103,233989
2892270,467743
2279845,843327
12260935,177409
4920775,266201
12298696,213160
16023815,450580
2917722,517492
12110988,259404
188812,687183
9979579,337781
1082074,1322827
11184812,33693
13894333,446068
2128869,20609
330373,1704042
8061463,1153406
14742258,74677
16175155,124943
1532626,142840
15696166,485219
8447499,454684
9189550,258167
1409341,345160
10216744,375521
11708193,396553
8702204,428128
2137560,418803
11879543,237556
2731283,284009
2913287,461134
8478124,201885
2305753,77480
10762347,1214870
2990516,288964
10570663,44446
14361174,925879
2684211,14741
10437544,317729
4489502,567713
16238708,99412
11493558,158992
16536171,291231
7799237,868872
13159123,699327
4836306,105250
12228336,430557
10194297,98096
2912966,60825
200594,536269
1096163,339836
9153581,341070
8696202,20386
14486226,770985
7436437,314151
7486044,93116
5595213,1212773
9417841,486687
208157,246216
3233235,159510
12625469,96852
8410621,191504
12169357,166510
12011731,348518
11765013,315347
12306036,18310
15549543,946108
4059520,113674
3352733,463516
5591420,319674
10023482,39672
8617680,184518
14711650,816550
8118438,54761
13553249,389528
13766167,197382
15579161,95049
9547001,30387
5360473,25621
12872743,377341
14623059,601719
11565490,317032
8848151,247077
7907978,81782
2388460,198913
10300586,104608
15409815,111821
15779902,305857
16024166,673888
9199180,189754
13521211,253815
5444562,574431
2841508,307937
10749788,316699
16520315,362583
15807349,77050
1524949,371445
8998379,473647
4461915,546195
140782,395050
9331930,82993
3034978,230199
4406069,44891
1230204,158579
12205667,142842
14695518,117374
6299083,430554
10846997,277141
356748,219529
12489201,50815
3637516,529113
13798090,398001
801971,361855
970401,120588
13264330,433680
11712961,303059
8033523,96938
5517407,146420
10596789,88225
11415781,1210290
13928475,699210
10037140,56029
10374373,365166
11721505,269274
2561449,296678
7816020,88946
5856102,161031
10292775,6578
2025574,47996
10755642,77401
9593323,619622
2333317,362214
1686581,110412
16141513,131417
680854,164516
7975538,580089
5997318,494206
11748326,1162
15914353,143970
12752077,393829
4762379,335402
3937558,215228
223169,778585
10006639,573891
16520474,806
9642734,178535
2129459,364908
11357433,432921
9811011,180048
6620782,385854
994154,114731
14452999,132089
15517972,589800
3736477,373542
4126724,50955
14051689,409466
2298715,617910
6875973,166531
5671443,247706
8461854,85321
13092050,15076
2565255,124841
7135532,335117
7280244,358083
13384440,335628
5519826,94041
4148309,221656
6534170,62290
7672659,140249
6313127,1126988
16489586,133273
7928005,87993
4006387,435415
1120919,259893
415649,220598
6447603,1057784
11192824,702669
7988483,92914
2676903,671243
13165167,63863
6886874,542796
3977810,241218
5904245,173858
4588175,379034
10007893,1862
320756,354344
3594292,240812
16537861,518261
4162092,372901
11706837,88596
941506,134204
5817166,10911
13054284,531131
11768071,226457
9501225,403985
3830553,87169
1205941,41273
16023918,25318
4706314,899162
6407686,684951
9408870,329393
50172,353384
10653576,12230
1157436,436534
11677074,161213
10646197,346625
8081224,231307
3716714,13219
7895418,164886
15050176,458951
13265891,133552
4754396,78541
2830734,97642
9294930,742199
7622188,5370
37852,275816
6009196,108201
13425024,922667
11169560,2542
476498,1235477
7387507,80444
801046,608036
12917020,663009
12351849,173715
1159414,397676
13851669,478080
1396939,909031
16436836,32512
14510529,576580
9151395,159711
12633514,621236
7773296,525828
5442267,345103
7083403,54448
11470648,415499
7154628,36990
15287219,781320
7229628,557184
13449667,152034
3169193,409148
6315595,559245
15504600,436947
865547,248490
16073172,571369
683717,432629
12425633,124749
10589432,1257035
12692114,643279
3398032,280892
2255350,204368
9643762,495284
755373,131177
12231046,142867
2148924,1093050
13132463,351434
7940843,248164
7164539,166918
1709183,597523
15008653,44019
4084845,180181
2540362,31227
14848793,429456
13247343,234176
1129676,526054
9161941,95547
9373172,671244
16331366,920171
6693175,439096
15787205,258715
956463,16549
1117925,1205649
14324087,11086
7583970,287057
10609459,113958
16409813,264241
1080304,612472
9600241,487499
11135952,24657
14396352,78078
13307770,427
3218077,65701
4931409,78806
13445701,1270895
10165866,408898
347628,16654
13588714,320286
8073852,246187
15821972,284403
7074440,61004
1727579,510308
9156417,202659
12477956,237444
12794745,20775
6658278,60600
6592527,48920
16333389,100456
9617439,562612
1060407,323250
9802592,1115014
6899558,702279
7988237,77659
1275528,182524
648069,221415
3479986,392171
11121766,741221
7112418,666570
1017481,153591
370779,562403
7958914,971429
11596025,394388
8861710,262686
6163848,617295
10200217,183472
8939468,91289
8434731,1192419
10640818,184722
12806734,152258
8739626,28226
14831569,93277
13670194,57747
8719930,629935
6108608,705278
11032987,385814
13082685,153971
16351958,128894
9845300,201262
3184020,328114
7743820,321212
16726160,516575
13228512,1451844
5643346,986390
10667531,414364
1686306,196951
13928764,104521
11380464,59753
1306866,371665
4483291,424534
3052020,190948
9159899,27954
16536308,127347
226260,26990
7377786,52693
11977872,635574
11896986,20951
40470,356009
3840342,16205
7264849,113723
8221520,131548
10299964,174916
13719691,928372
9000916,89256
14298928,719100
12200611,943823
8196745,807218
5049803,20542
10780831,100786
7060515,248973
3842326,542799
16012452,711538
10697354,236261
10647851,421923
15276949,42276
3762287,676982
15039137,139119
4880289,224756
3027856,555583
15232566,23277
14436988,420178
4248270,53701
5978492,39580
10694576,186432
3346920,1932688
4429839,475461
8793228,444374
14562689,64207
4404247,715202
4935353,257927
1348789,58064
4870462,828158
896227,131846
12308571,207238
13459898,1816
10101734,375805
4251869,846768
12942784,23140
3649858,51660
14625013,21225
878066,237210
2533653,5000
15291031,129005
14252661,93059
5735266,424739
3105481,499371
5347885,276122
14951455,764
16536070,572736
9083019,1033451
1456174,214137
7681225,183585
13501979,463795
11690363,585146
14265729,226535
3357225,979672
12191626,187234
1858137,774752
9128090,1698255
5430850,41423
10585978,39021
16564936,479500
2494966,373843
958615,115878
1127820,289034
13143884,221244
4016820,292537
6783542,137887
1020982,35580
13334646,630815
185933,93660
12930234,121868
15338799,173228
4930103,37365
4985788,29747
3749420,566248
16356483,597346
8835285,313456
9476979,167143
8741612,501264
4659907,497008
14330923,51895
4986535,14167
7332450,289379
1284835,160695
15883512,322237
828762,111514
11237522,881042
464991,217815
5438497,681818
8112428,118855
3361903,79106
11870691,765018
11685083,19991
6403426,803161
1450676,835482
5703258,193002
2749872,175891
2945840,215632
2292336,968900
3272952,623771
10914488,245964
14829147,638047
5293004,143747
12264245,469749
11596648,215766
11544403,536177
14280718,57678
998696,388380
3015669,466211
8074616,382268
11275980,326696
7186128,48849
3375279,358910
16342196,268536
11824768,374394
12621178,694978
15604282,228467
7521233,220394
15145158,440057
15283988,150634
10531270,472035
8307795,30151
7915837,37552
8258293,567804
13321534,92619
3161701,680563
3054706,416709
15147811,419556
4804077,308769
171194,251370
11105003,252361
239064,406167
12813994,260353
104023,167438
3187559,122742
1849590,157457
9062166,510019
10163028,1186782
4864172,1487399
9160089,38705
13543794,257192
7398320,369017
3884647,424661
2007226,137522
4073772,505025
8157840,62684
2806186,516238
4629674,55179
4051529,255603
291317,342059
4770522,522687
3371341,223512
12288787,343314
13005382,214186
5379955,314889
3496204,274876
13789881,128686
3084918,637063
16734688,263821
13559811,755787
6126720,522558
8140176,330308
11322534,262164
16458387,524117
11895922,1067397
6731328,512178
11139196,156726
13989940,514597
3880354,341014
6673985,434427
758776,340006
3379971,401429
2152165,261825
10640304,934029
14911084,549523
11761940,180520
11160270,376663
10507630,675976
2134903,211637
1227781,530775
11485866,573815
8811256,208501
15566053,585408
710747,909813
3347941,516100
14759370,201697
10640953,490160
14198342,358349
11173240,216707
7914583,498363
8929048,591668
11956331,334491
6328711,739370
4600374,395210
15769757,438979
15486436,378060
8767240,230065
7326401,171285
7427335,226009
1928248,815181
747093,891661
7991561,406255
9390295,169561
9385204,213146
14186746,385236
4384887,431930
11629147,61371
15994353,460054
15575472,251781
12497960,204246
9193229,180845
8788685,36571
15520084,496164
9307962,203668
9740621,305440
