remaining_obj,ac_weight,knapsack,ac_weight,knapsack,ac_weight,knapsack,ac_weight,total_fitness
0, 64, 1, 257, 2, 146, 3, 556, 201
0, 64, 1, 513, 2, 304, 3, 142, 170
0, 416, 1, 513, 2, 64, 3, 30, 170
0, 65, 1, 528, 2, 256, 3, 174, 170
0, 512, 1, 33, 2, 128, 3, 350, 170
0, 33, 1, 208, 2, 256, 3, 526, 170
0, 33, 1, 528, 2, 128, 3, 334, 170
0, 512, 1, 464, 2, 33, 3, 14, 170
0, 576, 1, 256, 2, 144, 3, 47, 170
0, 64, 1, 17, 2, 544, 3, 398, 170
0, 769, 1, 128, 2, 16, 3, 110, 170
0, 385, 1, 512, 2, 80, 3, 46, 170
0, 401, 1, 32, 2, 0, 3, 590, 170
0, 112, 1, 128, 2, 512, 3, 271, 170
0, 65, 1, 912, 2, 0, 3, 46, 170
0, 544, 1, 256, 2, 64, 3, 159, 170
0, 64, 1, 128, 2, 17, 3, 814, 170
0, 0, 1, 0, 2, 704, 3, 319, 170
0, 416, 1, 576, 2, 1, 3, 30, 170
0, 65, 1, 0, 2, 544, 3, 414, 170
0, 544, 1, 192, 2, 256, 3, 31, 170
0, 64, 1, 385, 2, 512, 3, 62, 170
0, 0, 1, 292, 2, 208, 3, 523, 201
0, 1, 1, 992, 2, 16, 3, 14, 170
0, 288, 1, 0, 2, 129, 3, 606, 170
0, 0, 1, 0, 2, 449, 3, 574, 170
0, 1, 1, 64, 2, 944, 3, 14, 170
0, 32, 1, 144, 2, 328, 3, 519, 201
0, 128, 1, 544, 2, 336, 3, 15, 170
0, 192, 1, 530, 2, 1, 3, 300, 201
0, 512, 1, 0, 2, 160, 3, 351, 170
0, 128, 1, 353, 2, 528, 3, 14, 170
0, 17, 1, 448, 2, 0, 3, 558, 170
0, 0, 1, 64, 2, 256, 3, 703, 170
0, 48, 1, 0, 2, 129, 3, 846, 170
0, 0, 1, 64, 2, 785, 3, 174, 170
0, 33, 1, 528, 2, 256, 3, 206, 170
0, 64, 1, 912, 2, 33, 3, 14, 170
0, 288, 1, 144, 2, 577, 3, 14, 170
0, 257, 1, 0, 2, 144, 3, 622, 170
0, 320, 1, 48, 2, 128, 3, 527, 170
0, 736, 1, 256, 2, 17, 3, 14, 170
0, 144, 1, 769, 2, 96, 3, 14, 170
0, 80, 1, 32, 2, 0, 3, 911, 170
0, 0, 1, 512, 2, 272, 3, 239, 170
0, 160, 1, 576, 2, 256, 3, 31, 170
0, 432, 1, 576, 2, 1, 3, 14, 170
0, 512, 1, 160, 2, 4, 3, 347, 201
0, 49, 1, 256, 2, 192, 3, 526, 170
0, 400, 1, 0, 2, 576, 3, 47, 170
0, 128, 1, 99, 2, 256, 3, 540, 201
0, 544, 1, 17, 2, 128, 3, 334, 170
0, 304, 1, 129, 2, 576, 3, 14, 170
0, 144, 1, 577, 2, 288, 3, 14, 170
0, 161, 1, 256, 2, 592, 3, 14, 170
0, 384, 1, 32, 2, 80, 3, 527, 170
0, 1, 1, 384, 2, 16, 3, 622, 170
0, 512, 1, 304, 2, 64, 3, 143, 170
0, 1, 1, 256, 2, 672, 3, 94, 170
0, 257, 1, 160, 2, 576, 3, 30, 170
0, 801, 1, 80, 2, 128, 3, 14, 170
0, 272, 1, 608, 2, 0, 3, 143, 170
0, 832, 1, 32, 2, 1, 3, 158, 170
0, 32, 1, 529, 2, 128, 3, 334, 170
0, 257, 1, 0, 2, 128, 3, 638, 170
0, 513, 1, 16, 2, 68, 3, 426, 201
0, 0, 1, 177, 2, 768, 3, 78, 170
0, 0, 1, 512, 2, 403, 3, 108, 201
0, 448, 1, 1, 2, 0, 3, 574, 170
0, 512, 1, 337, 2, 128, 3, 46, 170
0, 320, 1, 512, 2, 0, 3, 191, 170
0, 96, 1, 256, 2, 145, 3, 526, 170
0, 512, 1, 288, 2, 65, 3, 158, 170
0, 112, 1, 1, 2, 128, 3, 782, 170
0, 192, 1, 32, 2, 256, 3, 543, 170
0, 128, 1, 16, 2, 545, 3, 334, 170
0, 97, 1, 384, 2, 512, 3, 30, 170
0, 160, 1, 17, 2, 64, 3, 782, 170
0, 304, 1, 129, 2, 64, 3, 526, 170
0, 32, 1, 1, 2, 832, 3, 158, 170
0, 576, 1, 16, 2, 0, 3, 431, 170
0, 0, 1, 608, 2, 257, 3, 158, 170
0, 512, 1, 128, 2, 48, 3, 335, 170
0, 656, 1, 257, 2, 96, 3, 14, 170
0, 544, 1, 145, 2, 64, 3, 270, 170
0, 512, 1, 417, 2, 16, 3, 78, 170
0, 128, 1, 576, 2, 256, 3, 63, 170
0, 512, 1, 1, 2, 176, 3, 334, 170
0, 1, 1, 80, 2, 896, 3, 46, 170
0, 896, 1, 65, 2, 48, 3, 14, 170
0, 160, 1, 768, 2, 17, 3, 78, 170
0, 513, 1, 448, 2, 0, 3, 62, 170
0, 33, 1, 256, 2, 528, 3, 206, 170
0, 192, 1, 816, 2, 1, 3, 14, 170
0, 65, 1, 512, 2, 32, 3, 414, 170
0, 1, 1, 16, 2, 0, 3, 1006, 170
0, 128, 1, 64, 2, 560, 3, 271, 170
0, 0, 1, 769, 2, 176, 3, 78, 170
0, 512, 1, 384, 2, 64, 3, 63, 170
0, 0, 1, 784, 2, 160, 3, 79, 170
0, 768, 1, 80, 2, 160, 3, 15, 170
0, 16, 1, 129, 2, 832, 3, 46, 170
0, 480, 1, 512, 2, 17, 3, 14, 170
0, 784, 1, 34, 2, 64, 3, 141, 201
0, 96, 1, 16, 2, 896, 3, 15, 170
0, 96, 1, 0, 2, 640, 3, 287, 170
0, 64, 1, 48, 2, 896, 3, 15, 170
0, 576, 1, 288, 2, 0, 3, 159, 170
0, 65, 1, 160, 2, 272, 3, 526, 170
0, 192, 1, 256, 2, 33, 3, 542, 170
0, 80, 1, 640, 2, 257, 3, 46, 170
0, 513, 1, 32, 2, 192, 3, 286, 170
0, 448, 1, 32, 2, 0, 3, 543, 170
0, 816, 1, 64, 2, 8, 3, 135, 201
0, 576, 1, 25, 2, 416, 3, 6, 201
0, 0, 1, 0, 2, 81, 3, 942, 170
0, 0, 1, 305, 2, 640, 3, 78, 170
0, 208, 1, 768, 2, 32, 3, 15, 170
0, 16, 1, 992, 2, 0, 3, 15, 170
0, 64, 1, 0, 2, 32, 3, 927, 170
0, 417, 1, 0, 2, 64, 3, 542, 170
0, 192, 1, 288, 2, 1, 3, 542, 170
0, 16, 1, 512, 2, 129, 3, 366, 170
0, 32, 1, 321, 2, 512, 3, 158, 170
0, 32, 1, 849, 2, 2, 3, 140, 201
0, 528, 1, 321, 2, 128, 3, 46, 170
0, 576, 1, 33, 2, 408, 3, 6, 201
0, 0, 1, 512, 2, 129, 3, 382, 170
0, 256, 1, 612, 2, 1, 3, 154, 201
0, 0, 1, 352, 2, 513, 3, 158, 170
0, 49, 1, 64, 2, 768, 3, 142, 170
0, 512, 1, 288, 2, 0, 3, 223, 170
0, 1, 1, 768, 2, 128, 3, 126, 170
0, 512, 1, 288, 2, 192, 3, 31, 170
0, 0, 1, 97, 2, 912, 3, 14, 170
0, 640, 1, 256, 2, 113, 3, 14, 170
0, 384, 1, 544, 2, 81, 3, 14, 170
0, 1, 1, 896, 2, 16, 3, 110, 170
0, 256, 1, 193, 2, 544, 3, 30, 170
0, 256, 1, 672, 2, 0, 3, 95, 170
0, 384, 1, 64, 2, 528, 3, 47, 170
0, 16, 1, 608, 2, 129, 3, 270, 170
0, 784, 1, 65, 2, 0, 3, 174, 170
0, 16, 1, 544, 2, 69, 3, 394, 201
0, 336, 1, 32, 2, 640, 3, 15, 170
0, 0, 1, 576, 2, 272, 3, 175, 170
0, 976, 1, 8, 2, 32, 3, 7, 201
0, 48, 1, 64, 2, 128, 3, 783, 170
0, 32, 1, 0, 2, 977, 3, 14, 170
0, 80, 1, 929, 2, 0, 3, 14, 170
