chromosome,fitness
16336445,113599
7920433,161053
11412668,187865
5446610,22601
5452649,713240
6213669,886222
10299598,58744
12396260,72568
7390962,175303
2246426,626542
4950953,293883
5593606,163653
15788157,17401
9291014,122860
2116991,54039
4335528,1009633
12298268,392231
8155148,1046209
3107697,39070
1495441,106586
15126646,60782
9478270,1130975
177065,143502
1794889,1072995
14868128,195699
3008792,170830
13674854,727740
6388593,612142
9453321,211259
2825881,140551
3400051,209742
3967606,17371
14814763,1033361
7994440,172355
13231235,810215
10256511,456386
5587815,41196
15563809,856178
2897238,6867
14682343,2324345
13003085,41498
15350585,82322
11364017,173769
14955818,282014
935701,165398
13716881,922871
14803874,41539
94025,642134
450653,392375
13534696,466343
5663082,162294
16369240,464198
8961187,640123
184041,319455
1470741,175898
8128013,676358
833898,226067
3263075,1162315
8156268,113606
15680932,195156
9092280,179200
10422407,664082
3122232,690789
3954951,113260
13804667,132598
13126534,802988
1460208,214736
13416777,292651
436824,717538
8146306,239377
14954710,622627
13470326,61400
9743874,75516
15555940,142308
14858424,574610
16668796,2259
968105,23848
7756144,1018184
601366,973342
13589857,487236
7222097,611462
5058867,1094078
5928243,62411
3815192,105209
2629451,418276
6456539,551389
8703282,322478
4135697,169863
8959385,15451
3360379,168322
3631649,899476
7324905,12
3430662,527390
166237,1107908
7984001,203917
14243130,340357
16138677,55654
3883883,635044
8671947,655385
793779,1032557
14316179,12071
1003018,345206
14944743,569724
7435881,375649
5279656,126741
13214390,210149
12865758,340024
6690374,425143
12216707,579690
9277725,74514
11156757,221682
10339593,222943
803519,17673
10259408,343977
1632493,415092
9128367,6377
12456341,171617
12362473,95601
3759972,67159
3969651,484847
6171296,1404500
12928697,186595
276324,622192
13766506,325809
1936931,134398
4010896,181884
14173806,717805
10959298,80058
12114514,632607
3896410,186411
15507834,261527
4964687,259732
403250,463104
8464798,261489
5640653,116717
5179146,337620
15176328,151206
2937109,542629
1140712,337280
6791796,232176
9198246,265019
11924512,598992
5326171,779255
11761836,335
5082259,188668
2491159,475083
15458382,360827
3400360,386882
14885022,700841
12077678,979832
2538529,696760
899377,615654
1800563,231506
10777114,367562
3195734,263655
2725356,130529
15873301,83030
6969647,96761
7919344,332663
7154388,392548
4991751,175174
8738325,362955
1514147,215255
12080819,191270
10616417,153960
1062278,541548
12752313,1996
5481257,407595
1522793,328919
16472364,289426
12861868,1385205
12074566,106966
15750459,47319
1928401,473073
15851928,95505
2205014,306112
476931,451285
11363690,239785
11590593,27140
12757290,993181
10148074,351347
88019,17226
15244738,390188
7262393,132575
6974146,1289045
14919440,304713
8000206,254414
9066316,402987
6580781,302539
143831,560609
4525421,596103
6027888,157326
16472472,76949
3724626,580955
11943248,82337
6005930,134958
12767566,216368
7038507,240782
5655845,250619
1510321,334350
2355633,231898
10437976,607989
944872,873728
16534898,221003
2286504,383419
486712,73759
5864241,383140
3016271,117716
9536971,142088
10032604,256155
2859102,776485
16598374,8442
13049361,538118
10753716,550504
3879842,290720
4814439,126160
10511535,393305
4829025,608423
13824261,229250
1633475,444470
1894660,549373
11137889,704610
12678098,188334
9524411,339223
5554521,873295
3448064,920422
8168897,40600
5075936,618647
4548393,28169
7974956,1147845
713579,97952
13082898,596299
7524653,31515
13259247,10871
10240351,139405
3261799,31732
5304785,553817
14102541,509505
167589,662847
15928276,89403
123574,147174
6162297,33731
14743892,236178
14747453,307435
7083558,830338
9253274,149164
15846633,190391
4936141,701438
11260086,198888
3490283,387375
12671866,231959
14367416,35104
13602338,173196
2011148,627400
8422655,364068
1361452,95729
4232652,569096
544696,811472
5658715,239281
6875858,316330
5067411,541499
11833862,366886
11137276,10406
15848530,718154
4845093,68286
3532901,354765
9583466,122832
7745763,799138
8216743,138264
3724102,89316
259363,9408
16333970,240768
11326035,367482
11047454,566642
2290545,314525
12527986,348498
4408747,589942
11853962,204067
5940056,623817
1355368,236794
11473211,379921
13460786,575370
9906565,906
14174591,249492
5887160,483841
16359858,438220
9278726,964
15130682,215724
13404048,348787
4822395,127486
6337163,168347
8868982,324822
9320873,314512
7752608,529443
9660192,1183127
233695,51545
15285367,64939
345786,164339
10934824,312200
12157836,103394
14066896,459030
2395474,726116
3004741,101045
11715709,164886
7657809,174954
16464917,229
15601136,862067
8206936,163069
793245,187876
9321587,409413
8034438,419111
13331621,609224
1755635,186849
4453856,234078
9671256,1270694
2756460,811605
11281237,814601
12912342,88239
9278661,508520
4272591,197778
16284420,257506
12276499,194609
15600504,780854
15374350,715459
12689220,47796
5786775,498828
5091531,16828
9776167,271220
11555756,264792
432932,231930
12166776,463044
239956,1225974
12188864,258506
7580745,474513
14268033,87010
5820851,383815
8664218,473390
4047206,305596
10171447,197770
3627320,225595
3048647,101483
12968644,98634
499024,410241
16683489,293801
16650096,159307
10901639,150924
7484985,308065
11410677,7595
11237594,117363
4483671,38547
13632925,648391
4847890,460411
3499458,19150
16082784,174014
4997918,94520
780081,16619
429203,321717
15298178,423558
9873666,563382
8620700,253884
4345211,556796
551323,760376
5342446,339486
6889410,283978
13448072,287792
8786821,528620
6144249,599846
14429936,324937
1849516,730501
16376644,111425
3099764,1057024
9983954,24997
7887134,5279
5956882,149229
401599,324977
2748837,205466
5417291,292887
14229253,122436
11882841,681012
13655730,93378
212152,1008334
14372372,536337
4935115,16445
15926765,3287
236326,40444
9709751,281879
55855,32474
10603490,350717
4025388,109112
8229665,415538
6751342,843515
1976941,271895
8767938,632567
6789409,849705
2497190,244026
5024408,243995
6703167,163399
9773661,385104
3392961,640460
14580512,9690
13379710,839745
12800159,153706
14840661,6117
7104700,391806
5873266,110020
12454276,1081290
13488849,185695
7388211,84849
8942211,1648138
9725020,652229
3183898,406841
6328654,1056586
14112128,337033
4380329,70123
9526146,537683
8656414,29036
11063819,1072086
4251225,204557
3891024,106534
10051064,80284
5409525,292133
9566584,41671
16089690,107446
16657760,860466
6457045,266853
2417332,73936
2144859,37071
11224466,1037305
4881715,7532
5891584,1459485
14665849,130184
4257075,85934
13245881,369892
896184,151831
4383467,29731
8090929,274242
10541397,749051
11248085,231116
13660947,364444
9551009,651112
13196996,603872
575427,436534
12396914,794796
12023040,324673
1727069,350368
8446302,359834
16528184,35083
1492105,426070
369692,568277
16542828,2948
15974695,79109
2353496,652468
12237353,150538
5263123,410191
10081802,45893
4100646,14559
2325511,102506
3354118,184157
8883270,433927
11090803,325348
1812867,228901
2913924,41371
5593638,119325
6478264,102576
2681085,179417
11678267,417361
4722455,455470
15609208,160446
5183201,919061
14202185,425026
13345228,392502
13935817,261416
14786831,155875
13678048,825747
10816282,439744
1576827,284675
6742402,105097
9247672,119350
9019783,645049
2974318,273388
1858386,263505
16403945,163405
8436859,138077
5805544,905679
5515391,161118
7686872,288902
13077873,199424
8421144,134093
13928603,1060
15543371,437042
6364885,178530
5713032,478392
6456631,236183
372297,72282
12795110,67247
9428512,97897
14004548,258436
8564340,400844
7308680,127195
1974934,48824
2443945,1086208
8544105,364716
12198391,164393
8571793,520081
15090735,159782
10097619,538579
2648765,261179
5149154,808304
15490092,594355
715656,109256
7047451,408093
1104649,465239
6307657,353644
6034346,110344
40250,572358
10298090,571534
5638299,675557
4628779,400789
13886180,42218
6923467,440456
15125328,145565
16114241,561611
6652391,17081
367778,640432
6058312,1362110
13592906,179458
12163858,9671
4207007,87532
691147,51962
5075384,360245
15582024,528095
4880590,208556
13843540,644473
12953781,79358
16190825,127693
9696293,56587
16212116,312439
10535310,570174
14961337,546752
15798118,4159
15391396,108732
642283,515680
5482368,11922
10373302,368683
11767305,331098
9702013,782694
13578773,332279
3120180,18627
741867,991672
4868012,250743
8709158,585721
15824752,26417
12160186,22734
1808841,324669
2669159,249082
16155017,285911
6630446,101891
2394438,1138436
4629733,257247
16345784,338574
13479536,245881
11879928,78470
9688673,697967
1337312,458234
16075787,187828
565064,914235
7067203,88304
11490426,208891
1083855,27406
13682339,390110
2047488,584327
9810576,180658
8154626,186326
9971628,73580
3373292,135409
14750603,473970
16736308,934876
16699952,371945
3848402,380060
11314389,39094
9997882,404695
2784483,526326
252153,675275
4923256,358856
9413640,1298059
7001605,336314
9486775,172041
1619194,15850
9833486,516674
15918344,284640
2968110,426870
714989,465745
6653410,455408
14973202,400384
3218770,1177535
2848085,96580
14752974,234782
5374862,372529
7358940,714361
2241955,809651
2444969,232543
6783417,117270
2266206,337097
4147448,895766
1635685,106160
11633173,1534811
10972864,67391
12817173,190956
12415288,351952
922295,178548
1846537,933212
16455316,3397
6999404,50577
1901789,546249
6146720,758383
1717518,32946
225598,90711
1424433,119883
9353921,21689
10453165,291005
10838834,516653
3755227,281542
16456772,1486968
2730729,818521
5186102,651635
12360739,316139
2319036,457795
15082133,334692
2243885,117256
14338284,627641
3685251,169817
9527519,233513
7507665,127319
4599045,610156
7953443,1331173
8960748,99249
16405985,833448
310354,532742
9985181,13736
3203686,839987
10631819,176562
16311060,1179
3602656,214499
1322705,412505
7501926,861157
10600017,219346
15754629,420976
11168060,806591
2591185,529143
15688672,348797
15481133,60073
12789070,419882
12032322,848
14884186,104519
13732282,124132
5134678,83954
9724299,213697
3138896,117156
6911003,556609
9053625,1086792
9988523,517315
16367863,116820
14449825,248847
6758866,719610
9891843,456111
8334568,103345
13490234,80331
33735,901297
10177929,408937
13439644,404805
4550972,180533
14476482,53284
1512471,182708
3204834,197419
15139322,447231
3868600,321243
7511521,20536
13935157,251474
10695604,71824
12241180,73559
12466371,315483
13929272,109809
8555885,508133
6751463,491689
15101344,236302
8542894,52198
14306138,235555
3366435,237217
9100805,104440
6764773,311567
9457635,156237
617837,561133
4272813,907162
6583240,23613
13182551,632718
5814295,306934
2969946,899406
15611028,125490
969208,205916
3619128,43853
12185957,202371
16587125,137335
15619212,46065
8753964,8259
10120486,118069
11980867,827479
5620028,14029
12157501,730029
2666226,132213
13619553,941620
5145420,418964
8001260,156022
12691833,1030777
2667843,981321
2782771,439055
9101934,225226
6409219,1563582
2526068,75550
4520385,35679
1784569,12349
12882613,110121
3372045,227917
4466393,507301
4384326,121111
5449560,429602
7231360,126646
11928039,403221
9148967,280090
10558362,61899
9211404,373069
7428397,554048
9681123,224268
7455955,417799
1763533,13122
2252026,414187
14847780,260958
4319722,64397
12880309,249646
3185094,263640
9874241,41669
15549051,608090
11285867,58190
224901,175578
8087802,131708
1094122,545342
12167556,513890
13194652,73840
15122446,489409
4419240,469257
9214612,178895
11625976,338929
11752400,675580
8496263,646229
10177195,338174
9151907,210005
16457121,482142
11680346,257994
15180325,182259
15224316,112250
650565,383419
4819945,705571
12695939,198079
3519505,451317
11859104,223888
15417153,112300
13464344,29080
4738012,540692
12426242,420166
9026322,100644
11292249,594486
2318008,21393
345403,560243
6123598,153676
13207,137558
902537,191428
3272008,216052
667036,222472
7753048,90634
4005249,436207
13575027,150383
14170050,86241
2312814,908508
3237083,194055
6333127,564415
6988126,51155
8114393,253457
14267297,72887
2202029,115614
6010995,367899
12943631,160140
5460810,522454
14777430,34437
9256547,96608
4950518,98296
11832675,100310
14307731,763272
7139604,29756
2563618,674712
1292096,289522
2626991,256950
8049873,451907
9974204,752446
13251562,217162
5544108,256561
14451291,281086
1233485,450374
5459573,275723
6689276,219459
13288263,238204
8756705,29534
9524998,24751
9658774,110179
292344,51317
2614432,732035
11812177,145890
4048902,656164
6377790,718071
1995536,532546
3947313,224177
4347277,236814
944315,162049
13165464,244882
8862385,203519
3279814,475350
2961789,180945
4984158,47334
6728803,248489
10126478,319019
4174960,277441
1887556,331800
552810,472611
3898088,109312
10762397,18110
1960964,196122
16151088,683739
5612264,396177
1692718,165961
3778344,311780
5450507,51603
12852762,161537
13121853,788056
15092102,96149
8546225,454327
1772925,309644
2746695,172759
9725380,327590
6670793,398
10994048,1307586
2305738,128526
5053685,340339
4222762,313690
14779266,1245529
13596929,749137
4921815,100134
8194427,298452
13449769,830499
16348356,627284
3898056,153640
9534601,428522
11131514,33115
9290862,138313
9089389,600685
11612961,1713725
10598033,107636
1405973,268945
16380504,36305
5819590,363754
13228395,238579
9237232,401372
8100322,102914
218028,426807
4523907,463477
13273278,380659
8752483,538939
12096125,407609
4132680,14022
2482269,250903
3619552,427565
10299579,107626
15406026,344422
3336326,126606
330615,232291
5891560,33827
9824424,349188
12810648,199307
263087,182460
4348159,15668
13986099,28894
3816089,149609
4626849,739325
689037,528756
1019265,411329
8449621,19765
12749596,226704
11640100,405278
5317007,346293
3825236,343793
11333747,556411
8264488,345243
9497127,35062
4022,352038
4153463,112520
8331827,416462
16476774,43939
14364243,46886
3216331,337009
16718672,123398
15809221,162760
12217699,345237
12552220,131772
1693017,210420
6210613,175511
12766952,307600
3083514,228411
8143991,473985
4539349,216024
5322990,310874
12155027,447644
8013523,310314
3032343,5032
9588038,829874
15468378,170044
11364407,368865
3249370,174495
11280702,562917
861006,247940
16208114,402993
14327265,84191
5489964,113129
5646604,620546
16688321,248078
3282314,681406
3431171,149933
10959240,185200
11596464,636853
1211665,610811
13461848,957455
11765050,34341
4664296,22651
10844741,162656
1144441,397387
698957,793224
8432315,35099
3214926,537478
11997429,624478
10901925,82737
13003586,358999
12036240,432621
1596125,98516
16140675,125700
14016676,495924
2054387,96357
1732877,814507
583065,307031
2496567,995488
3873948,21057
11514945,734193
13513401,93025
4694188,476152
16330473,24416
8135602,46941
11586076,470743
5190058,71208
3848724,99215
9917856,517621
3935635,102606
645492,1167445
7925937,1071450
6970755,227590
14410289,802193
2673642,82993
2262732,613347
10364547,19879
11564326,272002
7190645,5617
1253328,193453
12012273,199832
15106266,686954
1148555,265883
9900531,175388
14106925,434315
2810325,234886
16214305,585375
10521695,289992
15058450,25451
15318568,74905
7246901,285842
3818390,73543
15901829,335987
10629806,157562
16195120,114860
13271710,72858
11182503,212745
15696490,550288
14703990,160397
2730858,276355
10861728,334923
14846953,179296
8037189,264072
3547882,384627
1664692,515885
7214311,172494
4696186,229606
5729347,199695
15145857,73351
10212404,610747
1909383,257233
14575690,829013
15081948,34257
13746363,627717
11757384,199052
11494458,183655
11694476,96079
13621457,91526
11364540,123992
3949011,984531
9714369,953532
9462681,572598
8821584,513309
4261782,400234
4623000,499784
12389777,409477
4991374,34659
8095899,36452
11680777,1227656
10564671,178611
4552765,69418
13706682,102706
9698306,41476
11251923,553366
6053951,227213
842409,80626
3068524,58472
6384054,137314
9235272,118249
6924859,58862
6166558,204964
14833935,2790
15256748,487111
10792417,28010
11561421,184048
9558133,972910
8870061,118806
5561464,18821
875673,335411
7432521,1413167
4417320,895777
2894332,247612
12710070,45677
11861088,335598
9602475,9118
2248594,105631
7093372,79785
14438645,913285
15519987,304047
3117306,71939
16687241,407284
13007464,597807
13462243,149103
13364313,78257
7931549,118421
15925694,6804
3564276,47188
5893380,78907
2331417,501010
16289457,362830
4639106,488693
6695228,340543
2485025,68154
2688956,355245
7545526,154356
13486315,43584
215747,1774981
8574251,104403
11156563,1120178
1567856,143616
9307922,977065
7063706,427188
1414150,528542
5842570,672736
5681432,51754
874360,161779
1677048,259148
16597829,419332
1792469,138740
8200733,68373
13068517,528503
5533844,905335
9783691,9523
2136954,222730
11536061,483756
5078067,23083
6662896,337741
616369,715878
14691974,357702
6215842,128633
10725575,202432
10026145,453813
15838316,180297
2742962,268328
10183830,48589
11937192,275988
15228643,344767
11492435,47713
10093886,632590
14935218,1093
2924919,93204
12334170,343870
15905868,42347
9196114,1966062
1018950,572226
5909559,524610
5669674,53326
13339587,63385
2256135,212948
4003047,23711
16652366,203848
6047352,1197274
12628700,33974
1477829,148412
6465598,344452
4830230,561749
3315866,387688
6728788,98014
3233593,14515
9113476,693456
785057,300810
10398896,91013
14566630,275224
2413575,212110
10309377,447334
3684538,1038682
5975340,299283
6908157,582566
7390029,194428
11548355,518533
4012516,13730
15506084,112829
6734087,181957
2834975,657244
6520164,157538
1530969,87087
14906930,135539
15540972,469199
1742971,857494
6560252,113927
5042285,395090
6452251,464742
7971925,793176
12064618,641888
7886282,347833
12295808,102521
3117255,21246
16550537,68495
4156004,306979
10668375,114008
2679736,330430
13594949,357110
1040753,808472
129401,325561
105836,572958
13458258,42810
15620358,152058
1516358,65145
16589620,142715
81149,128030
5306994,158454
4095136,315170
6432634,140946
9289056,408342
9497236,95684
5164337,206419
9106693,66067
8880428,1076776
5977286,304753
8400519,464597
8555413,99794
7884676,156933
4600612,839253
3675996,278352
8148386,136023
11981104,708745
2710707,886988
7427481,39736
618404,105448
1365157,37006
1919372,420921
12342481,973387
11287762,319910
1061342,163632
7051526,467706
78733,352946
8199105,126387
1208917,991950
1098535,603818
5511873,1569002
3462690,58864
12761318,292847
14388532,110357
3933162,646782
10839906,96280
9089403,242429
11537647,469576
2143561,1083238
7631409,916976
13780920,56838
6474045,119590
16075512,74890
3346941,172794
8594854,665999
14873233,124173
12986887,414037
9360226,168767
16083186,237615
1983826,1030187
1146305,469205
13871434,182902
6136051,347572
9635779,472011
13569508,362400
13341963,58344
3233636,650374
10890794,39159
13767387,439439
10245507,117562
2006136,255014
1063387,138304
12101197,6328
10105746,285232
15665545,827712
9856131,466263
1362476,397564
154580,468908
13583561,1090491
15676961,546711
8282483,296437
3731797,271527
12470302,117368
14243967,139050
3551973,10449
15623684,509479
6473082,275536
11126006,367767
14403782,278391
10733805,410378
8920924,318513
10293391,322285
3467459,133635
7388520,147958
174867,406572
10895830,370383
8743181,424276
417600,759381
8062076,1578039
1738261,960917
15912988,644462
16171130,354865
5910026,695804
3089625,570723
6320987,2676
14931173,1840
12730120,419741
13844034,318062
1445720,165275
9676923,336303
13729058,346181
2563164,281772
4041059,98526
6643991,117716
10645662,148987
8850060,741736
810657,907141
8723471,143276
5841799,140018
13639871,810885
4049506,582514
4821599,35733
9374524,72811
9107534,10827
16010584,367248
3423784,346935
13728372,507189
9034870,167955
1714116,535753
503456,29930
14245413,412608
15032891,3383
13949512,311073
2429834,320154
5944088,47571
2914729,176810
14298381,114228
11133905,193742
10313868,955825
1704383,575044
6917029,295279
910481,605353
5809896,765334
5610085,39420
4927878,866519
9680909,162641
2981536,31414
10360134,297262
4525370,655202
15252130,482934
6735109,127893
451587,879937
12465385,39852
5366855,268626
6671984,363968
8692492,315787
1796711,320518
13770006,49770
10982009,144687
765445,380192
15356602,524348
16527406,521556
14610720,514368
1674570,809452
5584453,62322
9981714,816783
576183,174962
13108143,687636
15015296,952688
4579948,193071
8214883,395607
3269616,236277
2531659,370699
10200897,316564
10063252,127749
1757550,38304
9625996,20548
3844461,67720
10148931,586484
6350213,136500
7817592,576925
6439898,522531
13166870,315382
14000650,203980
5470808,455081
8601091,691794
14431379,66462
4179011,399923
7088621,107853
2230078,161927
8104386,87396
4830697,26137
9212618,544594
14364987,183237
3545670,454943
11224058,179004
14441795,4356
201621,838517
9269057,238973
7213479,237309
858686,101796
6336543,393307
8824088,361128
7945488,1084743
1754684,81305
6760539,577576
13885738,236054
15733494,779252
10279536,721443
5900243,240538
7919218,231212
1985639,433399
7101031,225858
15319827,572687
681243,710393
7091341,97560
12835524,91513
4004971,350209
8882540,490336
12641901,41184
3725462,133463
16308788,288327
12642334,441158
14622996,909428
12153430,232553
4389130,107377
4993814,30991
5197249,613954
11682573,789083
1173105,786201
13223593,603162
8291372,521325
768339,310634
1430547,98182
5708216,56213
6567098,109106
15287804,341034
12073817,266303
13811009,187352
12019890,50843
9207248,71815
7959012,782845
10549922,250275
2974632,495236
15227612,318888
3616795,281125
11373413,82890
2185566,400875
8565262,213653
3056114,240748
3281935,911024
16351911,204333
14999945,69498
15051282,145544
10012584,213458
11126704,383806
615323,85201
6173680,19502
1744592,357463
9105168,45224
9123036,459566
5360884,359464
7375927,457160
14911637,1014527
2938418,56528
15606609,1052634
16593187,630621
13586224,143586
9999814,25460
5854900,350815
15819319,257415
3023542,236723
3064460,50116
5342121,826445
8449576,1040872
2295454,8519
14358119,172889
5657464,201710
928948,799512
3027214,187677
13998377,165023
13881955,527115
9246476,118648
1983719,287079
3857666,85339
11769979,131425
8400652,792564
3183079,388397
10662617,74370
2715018,169588
14339608,88450
3561501,124437
9665360,415922
16442412,123140
9721203,300257
1227796,445618
2124572,594327
9596482,987920
7334240,617649
8851301,30147
2049323,53511
1389440,945895
9329316,618322
959953,112991
3728612,960347
12864731,71887
4933951,181393
2670320,320958
10262272,631948
911544,516536
1164714,195839
8115720,79240
2663893,316479
8420808,773194
5793642,302574
186515,1006727
9100805,104440
14211151,23215
4875699,472068
15205359,388302
1054598,308291
2127509,153270
9132775,9481
5049979,125963
13479947,579904
7128341,74904
2395506,681788
5664826,493436
10151019,305071
13007876,546861
12090021,180659
8104138,181787
5781299,93710
2172346,729533
2372532,79691
1649452,920203
13052506,151402
10834809,229676
16495109,18556
11072022,136049
11526170,130537
7616810,256582
2838163,191915
4246378,852336
14322315,18481
14621304,438185
3733619,608475
7447027,221934
1177992,60045
715341,304264
5906164,130083
8656555,280962
1219369,463573
8763040,247518
7574277,66867
10307457,301014
5527946,49226
3439218,138596
12530033,706328
13953602,180695
1532203,267859
3476965,90263
15967396,351358
16043600,64707
13712210,326663
14959005,314162
4006694,205616
8624699,23751
10439459,10772
11838696,560025
8822989,481403
8841293,138763
14872834,953868
9198466,395134
10826780,474124
8032410,683217
14885439,67959
9575702,274686
16491876,160053
5514500,1494078
7296227,269735
13686036,407428
7052395,155996
8061615,149761
8183830,167520
6726098,91545
6106712,184984
3901005,77370
13228601,524389
3828012,947226
16375973,748231
15087754,307189
5188325,251803
1660291,895361
9906960,619187
10678522,28185
9397025,1188452
1733877,268381
6056973,133549
13319809,536944
13276714,639308
10442313,1791
8295969,262081
175058,56557
877031,266785
4689281,217798
6890135,727803
9524845,457060
15391185,257549
8436998,64024
7690579,3418
12773930,423722
13883985,351312
10606402,180504
14545217,264593
16275300,547435
8141474,175617
11630180,633448
11232271,335054
8400557,490801
15818051,379132
987623,369293
8851845,1109533
9381512,647061
15421112,206264
12758291,62266
4734828,16153
11452986,175998
10982816,287697
244114,61224
1866068,387116
14963555,725176
4558289,161584
14565692,640819
6168068,443912
1304169,78736
9381605,5200
713510,335129
12441776,374092
13684243,112856
15546739,73230
2166667,73931
1212128,603871
5928138,319017
2814434,539995
12139890,261436
11107714,118117
13536568,179371
13445755,139242
5267887,136051
11353416,409988
1097282,530895
11003088,104167
3037842,209354
6884659,1636578
16454937,579479
7354060,7331
2945273,98477
12636981,427012
4369644,290254
15543414,127379
2065956,513029
5133034,460887
1155414,927550
14031224,873115
13269657,27724
5791459,282224
14493202,531208
16279143,128703
15249092,140197
10832475,356889
9271465,772264
7701155,383488
11714935,124559
5314127,135515
11218693,73435
1335391,493232
12136113,545109
8965994,22518
16265654,192274
12995441,934327
9287010,160571
13436207,181873
9874640,132116
5071277,147011
9474727,437548
13816404,699686
9398482,790851
5329562,660770
8849273,294253
5196157,15223
13864138,125249
13012054,64155
2718006,418139
2308491,103699
3852828,162744
13283580,415922
1919937,737923
5334745,129505
12530232,314115
5125089,601610
13833294,806237
10915902,80199
7020002,697311
11626733,640134
12878095,483186
1483381,165166
54773,139146
2525651,52588
14952732,661485
12126910,14304
13139587,17727
1656738,940675
11676395,211529
10128248,753593
13270059,400141
6303279,69394
2058508,2071
3197021,1127031
12781383,532949
4130275,274056
424043,714020
16009749,612101
3429252,276712
4312275,627644
6349359,34818
15854117,21977
7890580,393619
6460035,1121820
11239679,152280
1851041,228448
517252,131840
2798282,263715
15153394,166372
8792127,301613
1135949,751571
7363473,489727
6996730,319167
16122398,60668
2959052,54462
11648114,165170
792300,657750
15491843,712883
10429785,43502
16131256,406630
14215403,130138
593869,163014
5279154,492266
1500276,109245
16756836,295161
15468404,745139
14045652,101985
785648,231337
13227571,152022
1529413,22682
11319334,469551
4470973,183274
3756998,19231
4629137,727236
10012202,935467
15045105,477487
679577,239361
4609066,1275326
767300,749800
764981,771921
943813,53298
4564520,772223
13225047,215478
8110851,267024
15244681,112585
5770079,48505
8343685,595741
6097796,510075
864541,524607
7581232,204748
3358305,820466
3133745,638204
9663652,692293
11367512,828416
1520856,141770
2995364,115805
5509662,330518
3671805,587445
11614375,482316
9147132,84535
934679,219462
11338619,498506
13372791,179646
6420582,530249
5991587,391603
2829438,277773
11552435,833511
7145083,413069
6919539,591831
1299779,192877
14553686,377610
15302248,502446
679561,707263
14826555,187860
16603267,430171
13704948,115036
2523623,118745
2455645,39328
5473876,792475
816536,98870
4320867,174707
10732757,414038
10701543,386998
10438449,40636
407489,48574
2372060,264299
11400290,230347
16726376,51160
6013779,29236
905335,429228
8110898,137539
47010,48348
11361338,137969
4918654,164823
13580310,267552
15649810,222943
5033541,140591
5906210,616931
7912532,336281
8074533,321857
16649617,61309
14852850,728195
11222188,101196
6462264,385727
10369164,158847
14693943,101851
1216954,336454
808302,147838
11770892,97699
13004925,293702
11830890,225317
3697063,242097
14709326,597852
4507320,110959
3947018,413942
4687901,486855
428692,544522
9888545,94821
3777666,1314845
15628644,202019
1486946,1418562
6592757,332600
14235284,43717
14353334,65253
2448248,230275
4169955,329368
1648347,12395
884097,38220
12857090,475202
5062384,57670
3142152,52909
4001382,259673
8534681,772985
11896860,609455
11350234,673290
3345127,548691
11457546,127666
12758436,60789
597863,135448
11668714,1315270
5813004,52524
2508118,384552
8680567,40719
10847716,400994
8636885,157137
4452483,807795
324848,652735
14236053,43306
15849517,256713
15243136,872270
9413961,57244
7395296,8490
